Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
156074,156074,EPINEFRINA RACEMICA 22.5MG/ML SLN INHALACION,1560740,ADRENALINA 11.25MG/0.5ML (2.25%) SOL PARA INHALAR AMPK *0.5ML NEPHRON (RACEPINEFRINA),85,MEDICAMENTO,NO,N,N/A,,2022M-0011919-R2,20027402,2,20027402-2,20027402-02,20027402-2,PBS,V,R03AA01,AP,AMPOLLAS,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,S,RACEPINEFRINA 2.25% SOL NEB,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,RACEPINEFRINA,EPINEFRINA,,11.25mg,SOLUCION PARA INHALACION,,NEPHRON PHARMACEUTICALS CORP,SICMAFARMA S.A.S.,NEPHRON PHARMACEUTICALS CORP,INHALACION,CAJA PLEGADIZA QUE CONTIENE 30 BOLSAS DE ALUMINIO (SACHET) CADA UNO CON UN VIAL DE 0.5 ML EN POLIETILENO DE BAJA DENSIDAD.
134013,134013,EPLERENONA 25 MG TAB,1340130,EPLERENONA 25MG TABLETA RECUBIERTA ORAL PFIZER CJ *30U (INSPRA),63,MEDICAMENTO,NO,N,MER,,2023M-0013745-R2,20047198,3,20047198-3,20047198-03,20047198-3,PBS,E,C03DA04,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,EPLERENONA 25MG CAP / TAB / TAB REC,Activo,0,ok,20047198-3,VERDADERO,EPLERENONA,EPLERENONA,,25mg,TABLETA RECUBIERTA,INSPRA,ASPEN,PFIZER S.A.S.,PFIZER PHARMACEUTICALS LLC,ORAL,CAJA X 30 TABLETAS RECUBIERTAS EN BLISTER PVC BLANCO OPACO/ALUMINIO
134012,134012,EPLERENONA 50 MG TAB,1340120,EPLERENONA 50MG TABLETA RECUBIERTA ORAL PFIZER CJ *30U (INSPRA),63,MEDICAMENTO,NO,N,MER,,2023M-0013733-R2,20035401,3,20035401-3,20035401-03,20035401-3,PBS,E,C03DA04,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,EPLERENONA 50MG CAP / TAB / TAB REC,Activo,0,ok,20035401-3,VERDADERO,EPLERENONA,EPLERENONA,,50mg,TABLETA RECUBIERTA,INSPRA,ASPEN,PFIZER S.A.S.,PFIZER PHARMACEUTICALS LLC,ORAL,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC BLANCO OPACO/ALUMINIO
183008,183008,EPOPROSTENOL 1.5 MG INY (FLOLAN),1830080,EPOPROSTENOL SODICO 1.5MG POLVO LIOFILIZADO A SOL INYECTABLE IV GLAXOSMITHKLINE CJ *1U (FLOLAN),95,MEDICAMENTO,NO,N,MER,,2021M-0001102-R2,19919673,1,19919673-1,19919673-01,19919673-1,PBS,N/A,B01AC09,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,EPOPROSTENOL 1.5MG POLV INY,Activo,#N/D,ajustadon en excel para hora cero,19919673-5,Actualizar Cum Negociacion 2024-2025,EPOPROSTENOL,EPOPROSTENOL,,1.5mg,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,FLOLAN,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,GLAXO OPERATIONS UK LTD TRADING ASGLAXO WELLCOME OPERATIONS,INTRAVENOSA,CAJA X UN VIAL + 1 VIAL X 50ML DE DILUENTE DE GLICINA BUFFERIZADA + UNIDAD DE FILTRO.
183010,183010,EPOPROSTENOL 1.5 MG INY (VELETRI),1830100,EPOPROSTENOL 1.5MG POLVO LIOFILIZADO A SOL INYECTABLE IV JANSSEN CJ *1U (VELETRI),81,MEDICAMENTO,NO,N,MER,,2023M-0017980-R1,20114026,1,20114026-1,20114026-01,20114026-1,PBS,V,B01AC09,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,EPOPROSTENOL 1.5MG POLV INY,Activo,20,ok,20114026-1,VERDADERO,EPOPROSTENOL,EPOPROSTENOL,,1.5mg,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,VELETRI,JANSSEN CILAG S.A.,JANSSEN CILAG S.A.,PATHEON ITALIA S.P.A,INTRAVENOSA,CAJA POR 1 VIAL VIDRIO TIPO I DE 10 ML CON TAPÃ“N (RUBBER STOPER) Y AGRAFE FLIP - OFF ROJO
131310,131310,ERIBULINA 0.44 MG/ ML SLN INYECTABLE AMP 2*ML HALAVEN BIOTOSCANA FARMA S.A. CJ * 1 U,1313100,ERIBULINA 0.44MG/1ML SOL INYECTABLE IV VIAL 2*ML BIOTOSCANA (HALAVEN),69,MEDICAMENTO,NO,N,N/A,,2021M-0020463,20147815,1,20147815-1,20147815-01,20147815-1,PBS,N/A,L01XX41,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,8854,S,N,N,ERIBULINA 0.44MG/ML SOL INY,Activo,#N/D,ok,20147815-1,VERDADERO,ERIBULINA,ERIBULINA,,"0,44mg",SOLUCION INYECTABLE,HALAVEN,BIOTOSCANA,BIOTOSCANA FARMA S.A.,BSP PHARMACEUTICALS S.P.A.,INTRAVENOSA,1E1016261000102 - ERIBULINA 0.44 MG OTRAS SOLUCIONES INTRAVENOSA (HALAVEN) VIAL 2 ML / CAJA X 1CAJA POR 1 VIAL DE VIDRIO TIPO I TRANSPARENTE CON TAPÃ“N DE CAUCHO GRIS Y FLIP-OFF DE ALUMINIO AZUL
111003,111003,ERITROMICINA 250MG 5ML SUSP ORAL 60ML,1110030,ERITROMICINA 250MG/5ML SUSP ORAL FCO *60ML GENFAR,49,MEDICAMENTO,NO,N,N/A,,2023M-008266-R4,25798,1,25798-1,25798-01,25798-1,PBS,E,J01FA01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ERITROMICINA 250MG/5ML(5%) SUSP ORAL,Activo,3,ok,25798-1,VERDADERO,ERITROMICINA,ERITROMICINA,,250mg,SUSPENSION ORAL,,GENFAR S.A.,#N/D,FAREVA VILLA RICA,ORAL,CAJA CON FRASCO PET ÃMBAR X 60ML CON TAPA METÃLICA PILFER COLOR BLANCO IMPRESA Y CUCHARA DOSIFICADORA 5ML
111005,1110051,ERITROMICINA ESTERATO 500MG,1110051,ERITROMICINA 500MG TABLETA RECUBIERTA ORAL GENFAR,49,MEDICAMENTO,NO,N,N/A,,2022M-0017370-R1,20099136,7,20099136-7,20099136-07,20099136-7,PBS,E,J01FA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ERITROMICINA 500MG CAP / TAB / TAB REC,Activo,50,ok,20099136-7,VERDADERO,ERITROMICINA,ERITROMICINA,,500mg,TABLETA RECUBIERTA,,GENFAR S.A.,#N/D,FAREVA VILLA RICA S.A.S.,ORAL,IUM 1E1040991000105: ERITROMICINA 500.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (GENFAR) TABLETA 1.0000U / CAJA POR 50. CAJA POR 50 TABLETAS RECUBIERTAS EN 5 BLÃSTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS CADA UNO.
176019,176019,ERITROPOYETINA 2000 UI ML INY,1760190,ERITROPOYETINA 2000UI POLVO LIOFILIZADO A SOL INYECTABLE IV BIOSIDUS CJ *25U (EPOYET),85,MEDICAMENTO,NO,N,MER,,2020M-006891-R2,55554,8,55554-8,55554-08,55554-8,PBS,E,B03XA01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA) 2000UI/ML SOL INY,Activo,154,ok,55554-8,VERDADERO,ERITROPOYETINA HUMANA RECOMBINANTE,ERITROPOYETINA,,2000UI,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,EPOYET,BIOSIDUS,FRESENIUS KABI COLOMBIA S.A.S,BIOSIDUS S.A.U,SUBCUTANEA,CAJA CON 5 BLISTER EN PVC INCOLORO CON 5 VIALES DE VIDRIO TIPO I. CON POLVO LIOFILIZADO Y 5 AMPOLLAS CON 2 ML DE DILUYENTE (25 VIALES CON POLVO LIOFILZIADO PARA RECONSTITUIR Y 25 AMPOLLAS CON 2ML DE DILUYENTE)
176019,1760191,ERITROPOYETINA 2000 UI ML INY,1760191,ERITROPOYETINA 2000UI POLVO LIOFILIZADO A SOL INYECTABLE IV BLAU CJ *25U (ERITROMAX),84,MEDICAMENTO,NO,N,MER,,2016MBT-0016762,20096478,6,20096478-6,20096478-06,20096478-6,PBS,E,B03XA01,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,S,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA) 2000UI/ML SOL INY,Activo,5,ok,20096478-6,VERDADERO,ERITROPOYETINA HUMANA RECOMBINANTE,ERITROPOYETINA,,2000UI,SOLUCION INYECTABLE,ERITROMAX,BLAU,BLAU FARMACEUTICA COLOMBIA S.A.S,BLAU FARMACEUTICA S.A.,INTRAVENOSA,CAJA DE CARTON CON 25 AMPOLLA DE VIDRIO TIPO I CON SOLUCIÃ“N INYECTABLE DE ERITROPOYETINA EN DOSIS DE 2000 U.I./ML
176019,1760192,ERITROPOYETINA 2000 UI ML INY,1760192,ERITROPOYETINA 2000UI POLVO LIOFILIZADO A SOL INYECTABLE IV MEGALABS CJ *20U,76,MEDICAMENTO,NO,N,MER,,2009MBT-0010280,20005999,3,20005999-3,20005999-03,20005999-3,PBS,N/A,B03XA01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA ALFA) 2000UI/ML SOL INY,Activo,#N/D,ajustadon en excel para hora cero,20005999-13,Actualizar Cum Negociacion 2024-2025,ERITROPOYETINA HUMANA RECOMBINANTE,ERITROPOYETINA,,2000UI,SOLUCION INYECTABLE,,MEGALABS COLOMBIA S.A.S.,MEGALABS COLOMBIA S.A.S.,ICLOS URUGUAY S.A.,SUBCUTANEA,CAJA DE CARTULINA POR 20 JERINGAS PRELLENADAS (VIDRIO TIPO I) POR 1 ML + AGUJA HIPODÃ‰RMICA DE ACERO INOXIDABLE
176086,176086,ERITROPOYETINA 30.000 U.I. INY (RECORMON),1760860,ERITROPOYETINA RH BETA 30000UI/0.6ML SOL INYECTABLE SC JER PRELLENA*0.6ML ROCHE CJ *1U (RECORMON),97,MEDICAMENTO,NO,N,MER,,2021MBT-0004029-R2,19948946,1,19948946-1,19948946-01,19948946-1,PBS,E,B03XA01,JP,JERINGA PRELLENADA,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETINA BETA) 30000UI/0.6ML(50000UI/ML) SOL INY,Activo,7,ok,19948946-1,VERDADERO,ERITROPOYETINA HUMANA RECOMBINANTE,ERITROPOYETINA,,30000UI,SOLUCION INYECTABLE,RECORMON,F. HOFFMANN - LA ROCHE,PRODUCTOS ROCHE S.A.,ROCHE DIAGNOSTICS GMBH,SUBCUTANEA,CAJA X 1 JERINGA PRECARGADA CON 0.6ML DE SOLUCIÃ“N (VIDRIO TIPO I) CON UN PROTECTOR Y UN EMBOLO (GOMA TEFLONIZADA) CON AGUJA 27/G1/2.
117006,117006,ERTAPENEM 1GR (INVANZ),1170060,ERTAPENEM 1G POLVO LIOFILIZADO A SOL INYECTABLE IV MSD CJ *1U (INVANZ),70,MEDICAMENTO,NO,N,MER,,2019M-0002061-R2,19931619,1,19931619-1,19931619-01,19931619-1,PBS,V,J01DH03,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ERTAPENEM 1GR POLV INY,Activo,#N/D,ok,19931619-1,VERDADERO,ERTAPENEM,ERTAPENEM,,1g,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,INVANZ,MERCK SHARP & DOHME,MERCK SHARP & DOHME COLOMBIA S.A.S,FAREVA MIRABEL,INTRAVENOSA,CAJA X 1 FRASCO VIAL DE POLVO LIOFILIZADO X 1 G + INSERTO
138002,138002,ESCINA 1G/100G SALICILATO DE DIETILAMINA 5G/100G,1380020,AESCINA 1G/SALICILATO DE DIETILAMINA 5G GEL TOPICO TUBO *30G MADAUS (REPARIL GEL),81,MEDICAMENTO,NO,N,N/A,,2013M-013986-R2,43001,1,43001-1,43001-01,43001-1,NO PBS,N/A,C05BA51,TU,TUBO,ALMACENAR A <30 GRADOS CENTIGRADOS,50068,N,N,N,AESCINA (CASTANO DE INDIAS)+DIETILAMINA SALICILATO (1+5)% GEL TOP,Activo,2,ajustadon en excel para hora cero,43001-1,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,AESCINA (CASTANO DE INDIAS)+DIETILAMINA SALICILATO,HEPARINOIDE COMBINACIONES,,1g/5g,GEL TOPICO,REPARIL,MADAUS GMBH.,#N/D,PHARMETIQUE S.A.,TOPICA (EXTERNA),CAJA PLEGADIZA CON TUBO DE ALUMINIO CON REVESTIMIENTO DE LACA INTERNO POR 30 G
162039,162039,ESCITALOPRAM 10 MG,1620390,ESCITALOPRAM 10MG TABLETA RECUBIERTA ORAL TECNOQUIMICAS (DEXAPRON),66,MEDICAMENTO,NO,N,N/A,,2022M-0005669-R2,19963072,27,19963072-27,19963072-27,19963072-27,PBS,E,N06AB10,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESCITALOPRAM 10MG CAP / TAB / TAB REC,Activo,1,ok,19963072-27,VERDADERO,ESCITALOPRAM,ESCITALOPRAM,,10mg,TABLETA CUBIERTA CON PELICULA,DEXAPRON,TECNOFAR TQ (TECNOQUIMICAS) S.A.S,#N/D,TECNOQUIMICAS S.A. PLANTA JAMUNDI,ORAL,CAJA PLEGADIZA POR 300 TABLETAS CUBIERTAS EN BLÃSTER PVC/PE/PVDC/ALUMINIO POR 10 TABLETAS CUBIERTAS CADA UNO
162039,1620392,ESCITALOPRAM 10 MG TABLETA RECUBIERTA HERMANN PATIÑO GUTIERREZ CJ*28 U,1620392,ESCITALOPRAM 10MG TABLETA ORAL GENFAR,37,MEDICAMENTO,NO,N,N/A,,2020M-0010904-R1,20014721,1,20014721-1,20014721-01,20014721-1,PBS,E,N06AB10,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESCITALOPRAM 10MG CAP / TAB / TAB REC,Activo,0,ok,20014721-1,VERDADERO,ESCITALOPRAM,ESCITALOPRAM,,10mg,TABLETA,,GENFAR S.A.,#N/D,SANOFI - AVENTIS DE COLOMBIA S.A.,ORAL,CAJA POR 28 TABLETAS RECUBIERTASSIN DATOEN BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO POR 28 TABLETAS
162039,1620391,ESCITALOPRAM 10 MG,1620391,ESCITALOPRAM 10MG TABLETA RECUBIERTA ORAL SANDOZ (ANIMAXEN),59,MEDICAMENTO,NO,N,N/A,,2023M-0012151-R2,20023742,3,20023742-3,20023742-03,20023742-3,PBS,E,N06AB10,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESCITALOPRAM 10MG CAP / TAB / TAB REC,Activo,52,ok,20023742-3,VERDADERO,ESCITALOPRAM,ESCITALOPRAM,,10mg,TABLETA RECUBIERTA,ANIMAXEN,SANDOZ GMBH,PHARMALAB PHL LABORATORIOS SAS,SANDOZ PRIVATE LIMITED,ORAL,CAJASIN DATOX 28SIN DATOTABLETAS RECUBIERTAS A EN BLISTER ALU/ALU- OPA-PVC POR 7 TABLETAS
131203,131203,ESMOLOL CLORHIDRATO 100MG/10ML,1312030,ESMOLOL CLORHIDRATO 10MG/1ML SOL CONCENTRADA A INFUSION IV VIAL *10ML AG PHARMACEUTICAL (ESMOBLOCK),99,MEDICAMENTO,NO,N,N/A,,2021M-0013119-R1,20035998,1,20035998-1,20035998-01,20035998-1,PBS,N/A,C07AB09,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ESMOLOL 100MG/10ML(10MG/ML) SOL INY,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,ESMOLOL CLORHIDRATO,ESMOLOL,,10mg,SOLUCION CONCENTRADA PARA INFUSION,ESMOBLOCK,AG PHARMACEUTICAL,#N/D,ADS PHARMA S.A.S.,INTRAVENOSA,CAJA X 1 FRASCO VIAL DE VIDRIO TIPO I COLOR AMBAR X 10ML DE SOLUCION CONCENTRADA.
141021,141021,ESOMEPRAZOL 10 MG (NEXIUM),1410210,ESOMEPRAZOL 10MG MICROGRANULOS ORAL SOBRE *2.6G NOVAMED (ESOMED),64,MEDICAMENTO,NO,N,N/A,,2015M-0016459,20089319,4,20089319-4,20089319-04,20089319-4,PBS,E,A02BC05,SB,SOBRE,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ESOMEPRAZOL 10MG/SOB GRAN LIB PROL,Activo,125,ok,20089319-4,VERDADERO,ESOMEPRAZOL,ESOMEPRAZOL,,10mg,GRANULOS,ESOMED,NOVAMED S.A.S.,#N/D,C.I. FARMACAPSULAS S.A.S. - PLANTA NO. 2,ORAL,INSTITUCIONAL PROHIBIDA SU VENTA: CAJA CON 28 SOBRES LAMINADOS PES-ALU-PE CADA UNO CON 2.6 G DE MICROGRANULOS GASTRORESISTENTES PARA SUSPENSION ORAL
141018,141018,ESOMEPRAZOL 40MG (ESOMEPRAZOL),1410180,ESOMEPRAZOL 40MG TABLETA LIBERACION RETARDADA ORAL GENFAR,57,MEDICAMENTO,NO,N,N/A,,2021M-0005553-R2,19960390,14,19960390-14,19960390-14,19960390-14,PBS,E,A02BC05,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESOMEPRAZOL 40MG CAP LIB RET / TAB LIB RET,Activo,403,ok,19960390-14,VERDADERO,ESOMEPRAZOL,ESOMEPRAZOL,,40mg,TABLETA DE LIBERACION RETARDADA,,GENFAR S.A.,#N/D,GENFAR DESARROLLO Y MANUFACTURA S.A,ORAL,CAJA PLEGADIZA POR 450 TABLETAS ENTÃ‰RICAS EN BLÃSTER PVC/PVDC/ALU POR 15 TABLETAS CADA UNO.
134003,134003,ESPIRONOLACTONA 100MG,1340030,ESPIRONOLACTONA 100MG TABLETA RECUBIERTA ORAL LABINCO (ESPIROLAN),65,MEDICAMENTO,NO,N,N/A,,2017M-0006161-R1,19963165,6,19963165-6,19963165-06,19963165-6,PBS,E,C03DA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,ESPIRONOLACTONA 100MG CAP / TAB / TAB REC,Activo,#N/D,ajustadon en excel para hora cero,19963165-2,Actualizar Cum Negociacion 2024-2025,ESPIRONOLACTONA,ESPIRONOLACTONA,,100mg,TABLETA,ESPIROLAN,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,#N/D,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,ORAL,CAJA POR 20 TABLETAS EN BLISTER PVC/ALUMINIO USO INSTITUCIONAL
134003,1340031,ESPIRONOLACTONA 100MG,1340031,ESPIRONOLACTONA 100MG TABLETA RECUBIERTA ORAL HUMAX,51,MEDICAMENTO,NO,N,N/A,,2019M-0003477-R2,19942429,2,19942429-2,19942429-02,19942429-2,PBS,E,C03DA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESPIRONOLACTONA 100MG CAP / TAB / TAB REC,Activo,162,ok,19942429-2,VERDADERO,ESPIRONOLACTONA,ESPIRONOLACTONA,,100mg,TABLETA RECUBIERTA,,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,CAJA PLEGADIZA POR 100 TABLETAS RECUBIERTAS EN 10 BLÃSTER DE ALUMINIO / PVC TRANSPARENTE POR 10 TABLETAS RECUBIERTAS CADA BLÃSTER.
134003,1340032,ESPIRONOLACTONA 100MG,1340032,ESPIRONOLACTONA 100MG TABLETA ORAL GENFAR,41,MEDICAMENTO,NO,N,N/A,,2022M-0007331-R2,19975836,1,19975836-1,19975836-01,19975836-1,PBS,E,C03DA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESPIRONOLACTONA 100MG CAP / TAB / TAB REC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,ESPIRONOLACTONA,ESPIRONOLACTONA,,100mg,TABLETA,,GENFAR S.A.,#N/D,SANOFI-AVENTIS DE COLOMBIA S.A.,ORAL,CAJA PLEGADIZA POR 20 TABLETAS. BLISTER EN PVDC/PVC/ALUMINIO POR 10 TABLETAS.
134004,134004,ESPIRONOLACTONA 25MG,1340040,ESPIRONOLACTONA 25MG TABLETA ORAL GENFAR,40,MEDICAMENTO,NO,N,N/A,,2023M-0006839-R2,19973061,5,19973061-5,19973061-05,19973061-5,PBS,E,C03DA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,ESPIRONOLACTONA 25MG CAP / TAB / TAB REC,Activo,909,ok,19973061-5,VERDADERO,ESPIRONOLACTONA,ESPIRONOLACTONA,,25mg,TABLETA,,GENFAR S.A.,#N/D,SANOFI-AVENTIS DE COLOMBIA S.A.,ORAL,CAJA POR 300 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE/ALUMINIO POR 30 TABLETAS C/U
144012,144012,ESPORAS DE BACILLUS CLAUSII 2 BILLON./ 5ML SUSPENSIÓN ORAL (ENTEROGERMINA),1440120,ESPORAS DE BACILLUS CLAUSII 2000M/5ML SUSP ORAL AMPK SANOFI (ENTEROGERMINA),75,MEDICAMENTO,NO,N,N/A,,2023M-0004725-R2,19952942,2,19952942-2,19952942-02,19952942-2,PBS,E,A07FA03,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,BACILLUS CLAUSII 2000MUI/5ML SUSP ORAL,Activo,30,ok,19952942-2,VERDADERO,BACILLUS CLAUSII,BACILLUS CLAUSII,,2000Millardos,SUSPENSION ORAL,ENTEROGERMINA,OPELLA HEALTHCARE COLOMBIA S.A.S.,OPELLA HEALTHCARE COLOMBIA S.A.S,OPELLA HEALTHCARE ITALY S.R.I.,ORAL,CAJA DE CARTÃ“N QUE CONTIENE 10 FRASCOS DE 5 ML.
191018,191018,DOSIS SESTAMIBI 10 MCI,1910180,ESTAMIBI 10MCI SOL INYECTABLE IV SELIG MAGISTRAL,48,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,DS,DOSIS,ALMACENAR A <30 GRADOS CENTIGRADOS,6243,N,N,N,ESTAMIBI 10 MCI SOL INY MAGISTRAL,RADIOFARMACO / MAGISTRAL,17,ok,N/A-N/A,VERDADERO,ESTAMIBI,NO APLICA,,10MCI,SOLUCION INYECTABLE,,SELIG,#N/D,#N/D,INTRAVENOSA,#N/D
162033,162033,ESZOPICLONA 3 MG (ISOKLON),1620330,ESZOPICLONA 3MG TABLETA ORAL TECNOQUIMICAS CJ *14U (ISOKLON),60,MEDICAMENTO,NO,N,MER,,2023M-0009884-R1,19999309,8,19999309-8,19999309-08,19999309-8,PBS,E,N05CF04,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ESZOPICLONA 3MG CAP / TAB / TAB REC,Activo,74,ok,19999309-8,VERDADERO,ESZOPICLONA,ESZOPICLONA,,3mg,TABLETA RECUBIERTA,ISOKLON,TECNOFAR TQ (TECNOQUIMICAS) S.A.S,#N/D,TECNOQUIMICAS S.A. PLANTA JAMUNDI,ORAL,CAJA PLEGADIZA POR 14 TABLETAS EN BLÃSTER ALUMINIO/ALUMINIO POR 7 TABLETAS CADA BLISTER
191083,191083,ETIFENIN 1-10 MCI,1910830,ETIFENIN 1 A 10MCI SOL INYECTABLE IV SELIG MAGISTRAL,52,RADIOFARMACO/MAGISTRAL,NO,N,N/A,,RADIOFARMACO/MAGISTR,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,DS,DOSIS,ALMACENAR A <30 GRADOS CENTIGRADOS,50522,N,N,N,ESTAMIBI 1 A 10 MCI SOL INY MAGISTRAL,RADIOFARMACO / MAGISTRAL,#N/D,ok,N/A-N/A,VERDADERO,ESTAMIBI,NO APLICA,,10MCI,SOLUCION INYECTABLE,,SELIG,#N/D,#N/D,INTRAVENOSA,#N/D
137006,137006,ETIL EFRINA 10MG ML (EFFORTIL),1370060,ETILEFRINA CLORHIDRATO 10MG/1ML SOL INYECTABLE IM AMP *1ML KNOVEL,65,MEDICAMENTO,NO,N,N/A,,2020M-0010836-R1,20017384,1,20017384-1,20017384-01,20017384-1,PBS,V,C01CA01,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,S,N,ETILEFRINA 10MG/ML SOL INY,Activo,#N/D,ok,20017384-1,VERDADERO,ETILEFRINA CLORHIDRATO,ETILEFRINA,,10mg,SOLUCION INYECTABLE,,KNOVEL PHARMA S.A.S,#N/D,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,SUBCUTANEA,CAJA POR 5SIN DATOAMPOLLAS AMBAR DE 1 ML CADA UNA EN VIDRIO TIPO I
137006,1370061,ETIL EFRINA 10MG ML (EFFORTIL),1370061,ETILEFRINA CLORHIDRATO 10MG/1ML SOL INYECTABLE IV AMP *1ML PROCLIN,66,MEDICAMENTO,NO,N,N/A,,2014M-0015540,20072168,1,20072168-1,20072168-01,20072168-1,PBS,V,C01CA01,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,ETILEFRINA 10MG/ML SOL INY,Activo,106,ok,20072168-1,VERDADERO,ETILEFRINA CLORHIDRATO,ETILEFRINA,,10mg,SOLUCION INYECTABLE,,PROCLIN PHARMA S.A,#N/D,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,SUBCUTANEA,CAJA PLEGADIZA POR 5 AMPOLLAS DE VIDRIO COLOR AMBAR TIPO I.
